"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",107.698533618577,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",107.740723198068,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",108.369531015353,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",109.162461503147,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",109.343626175453,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",110.038246637173,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",114.678149584145,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",124.56784864544,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",88.2453257724005,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",93.7109935288852,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",96.3050118917279,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",102.990340141248,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",105.626738001325,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",107.698533618577,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",107.740723198068,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",108.369531015353,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",109.162461503147,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",109.343626175453,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",110.038246637173,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",114.678149584145,
"POL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",124.56784864544,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",88.2453257724005,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",93.7109935288852,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",96.3050118917279,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",102.990340141248,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",105.626738001325,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",107.698533618577,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",107.740723198068,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",108.369531015353,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",109.162461503147,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",109.343626175453,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",110.038246637173,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",114.678149584145,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",124.56784864544,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",101.588364049042,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",99.7419841829494,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",97.8805295072442,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",96.7522558207055,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",98.9166340140219,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",102.002606758415,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",86.8709404712643,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",85.7644966194289,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",89.7272366747431,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",91.8323798361201,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",97.3666756414369,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",97.9915567372554,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",96.7197543777915,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",95.6277040075267,
"PRT","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",95.0711959747454,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",101.588364049042,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",99.7419841829494,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",97.8805295072442,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",96.7522558207055,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",98.9166340140219,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",102.002606758415,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",86.8709404712643,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",85.7644966194289,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",89.7272366747431,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",91.8323798361201,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",97.3666756414369,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",97.9915567372554,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",96.7197543777915,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",95.6277040075267,
"PRT","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",95.0711959747454,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",101.588364049042,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",99.7419841829494,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",97.8805295072442,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",96.7522558207055,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",98.9166340140219,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",102.002606758415,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",86.8709404712643,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",85.7644966194289,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",89.7272366747431,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",91.8323798361201,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",97.3666756414369,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",97.9915567372554,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",96.7197543777915,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",95.6277040075267,
"PRT","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",95.0711959747454,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",101.588364049042,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",99.7419841829494,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",97.8805295072442,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",96.7522558207055,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",98.9166340140219,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",102.002606758415,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",86.8709404712643,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",85.7644966194289,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",89.7272366747431,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",91.8323798361201,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",97.3666756414369,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",97.9915567372554,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",96.7197543777915,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",95.6277040075267,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",95.0711959747454,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",97.6316960032537,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",97.9512295819653,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",95.7105376686348,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",109.0219589625,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",113.797798226249,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",119.657246196597,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",125.108122090254,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",133.639995717272,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",139.089112575524,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",144.755503274422,
"SVK","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",139.514813786527,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",97.6316960032537,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",97.9512295819653,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",95.7105376686348,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",109.0219589625,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",113.797798226249,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",119.657246196597,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",125.108122090254,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",133.639995717272,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",139.089112575524,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",144.755503274422,
"SVK","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",139.514813786527,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",97.6316960032537,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",97.9512295819653,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",95.7105376686348,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",109.0219589625,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",113.797798226249,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",119.657246196597,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",125.108122090254,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",133.639995717272,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",139.089112575524,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",144.755503274422,
"SVK","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",139.514813786527,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",97.6629150279764,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",97.9306415503462,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",95.7117832299512,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",97.2796724598604,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",101.542100155232,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",106.808138022919,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",111.733941262568,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",119.368923902092,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",124.194961090613,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",129.277102255306,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",139.467744401796,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",94.2621187975707,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",95.0072996115281,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",93.6726793188769,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",97.0559004009189,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",100.107349900163,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",94.7255584719386,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",89.7838367704648,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",87.6201121893803,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",86.9523880346245,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",87.8496637112372,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",88.7877880803601,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",89.1342014096665,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",89.1011354560597,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",90.3764941579089,
"ESP","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",91.8174013349485,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",93.5297557089788,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",94.3634821283292,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",93.0379058973591,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",96.6936580237823,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",100.10782234918,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",95.5572482125845,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",92.2755653938357,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",89.7881729086211,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",88.6607895433362,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",89.674707971507,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",90.8189496722152,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",91.0755239593804,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",91.0808308527027,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",92.2863072833252,
"ESP","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",93.7396064819169,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",94.2621187975707,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",95.0072996115281,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",93.6726793188769,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",97.0559004009189,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",100.107349900163,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",94.7255584719386,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",89.7838367704648,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",87.6201121893803,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",86.9523880346245,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",87.8496637112372,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",88.7877880803601,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",89.1342014096665,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",89.1011354560597,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",90.3764941579089,
"ESP","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",91.8174013349485,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",93.5297557089788,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",94.3634821283292,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",93.0379058973591,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",96.6936580237823,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",100.10782234918,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",95.5572482125845,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",92.2755653938357,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",89.7881729086211,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",88.6607895433362,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",89.674707971507,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",90.8189496722152,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",91.0755239593804,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",91.0808308527027,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",92.2863072833252,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",93.7396064819169,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",87.6638429209861,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",88.0179256844745,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",83.8525750628012,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",87.2926975934315,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",89.4519983007684,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",93.8606055823098,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",98.6309403577418,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",99.7305531919556,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",102.041584570198,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",107.541810903186,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",108.63049588442,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",84.9512115789995,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",96.5108746042972,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",98.1508388036716,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",98.513131581995,
"TUR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",101.052056823864,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",86.5996902949113,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",86.8268759727602,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",83.8357468023829,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",87.3864436699247,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",89.7354130731675,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",94.3099842659345,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",99.2735497343085,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",100.390062738799,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",102.720199928132,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",108.578170078013,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",110.144314135407,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",88.576074655653,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",100.628987805347,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",98.6303846750288,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",102.716680967574,
"TUR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",101.556572025589,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",87.6638429209861,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",88.0179256844745,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",83.8525750628012,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",87.2926975934315,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",89.4519983007684,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",93.8606055823098,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",98.6309403577418,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",99.7305531919556,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",102.041584570198,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",107.541810903186,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",108.63049588442,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",84.9512115789995,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",96.5108746042972,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",98.1508388036716,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",98.513131581995,
"TUR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",101.052056823864,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2000",86.5996902949113,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",86.8268759727602,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",83.8357468023829,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",87.3864436699247,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",89.7354130731675,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",94.3099842659345,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",99.2735497343085,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",100.390062738799,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",102.720199928132,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",108.578170078013,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",110.144314135407,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",88.576074655653,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",100.628987805347,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",98.6303846750288,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",102.716680967574,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",101.556572025589,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",96.2514719614666,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",93.5936098606024,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",94.5283595993938,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",94.4895049573256,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",99.8780227756079,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",99.8437941233451,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",99.8837413174777,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",102.72969488632,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",102.771177680789,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",102.930051735588,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",102.824942167195,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",101.428087212701,
"USA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",101.849025503941,
