"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",70.1011686389559,
"GRC","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",71.2633789233744,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",82.9378987734439,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",96.9454804997432,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",98.1130014578779,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",93.6196076073311,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",94.6222073311639,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",96.8609812374219,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",86.7020408472585,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",77.6821845690472,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",74.1004148201268,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",69.8450414395071,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",71.154077329521,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",72.2525254616823,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",72.069490329985,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",70.8216901218528,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",70.1011686389559,
"GRC","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",71.2633789233744,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2000",82.9378987734439,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",96.9454804997432,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",98.1130014578779,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",93.6196076073311,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",94.6222073311639,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",96.8609812374219,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",86.7020408472585,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",77.6821845690472,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",74.1004148201268,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",69.8450414395071,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",71.154077329521,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",72.2525254616823,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",72.069490329985,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",70.8216901218528,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",70.1011686389559,
"GRC","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",71.2633789233744,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",80.9152357571583,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",127.564709517938,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",124.956122659832,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",119.757831539268,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",117.102159734659,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",103.67765606254,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",96.4690306917248,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",91.2622064909848,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",87.4205394725336,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",127.855195838295,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",131.09715440401,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",134.565857450271,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",136.086929509324,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",135.873768422584,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",130.866175787471,
"HUN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",125.911640061096,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",80.9152357571583,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",127.564709517938,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",124.956122659832,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",119.757831539268,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",117.102159734659,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",103.67765606254,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",96.4690306917248,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",91.2622064909848,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",87.4205394725336,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",127.855195838295,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",131.09715440401,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",134.565857450271,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",136.086929509324,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",135.873768422584,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",130.866175787471,
"HUN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",125.911640061096,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",86.2498745631415,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",135.159947735448,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",126.660108187144,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",126.56891366935,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",119.163986602618,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",105.45289629633,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",96.6674393802893,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",89.3460728289193,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",87.8271682933876,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",118.663161825966,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",122.130167437621,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",125.794218505576,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",127.625555684922,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",127.880006917269,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",123.167022297415,
"HUN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",118.503973128203,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2000",72.9577095856403,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",122.775803579882,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",126.061766899013,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",120.521546677982,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",116.991461372219,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",103.704107977088,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",96.66807742012,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",92.3813536529526,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",88.6335821248495,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",137.596371789184,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",141.085332352801,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",144.818312861338,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",146.455274075025,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",146.225872430846,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",140.836755676755,
"HUN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",135.504738191041,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",110.988711884928,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",116.67329468435,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",109.556181329836,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",112.037723787972,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",109.355178359848,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",96.368404172501,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",93.1484445849003,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",92.1196906238479,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",111.660805916711,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",125.577546020756,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",128.193435587853,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",124.944047178076,
"ISL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",120.808296159564,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",110.988711884928,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",116.67329468435,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",109.556181329836,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",112.037723787972,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",109.355178359848,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",96.368404172501,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",93.1484445849003,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",92.1196906238479,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",111.660805916711,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",125.577546020756,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",128.193435587853,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",124.944047178076,
"ISL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",120.808296159564,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",118.971487870851,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",130.646690998658,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",124.756326090027,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",120.559224806542,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",109.728222340608,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",96.368404172501,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",98.407258761789,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",96.5925765231488,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",111.481879469939,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",108.11880935867,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",145.357712991544,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",140.750315333188,
"ISL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",136.091363801344,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",110.41934189845,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",128.671808219323,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",125.424149794518,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",118.639628382816,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",109.355178359848,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",96.368404172501,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",100.331482433382,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",92.0188884821923,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",122.840507993981,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",132.506969859125,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",136.936604961085,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",137.539537946036,
"ISL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",132.986865794034,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",68.1261126342125,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",83.6196690845898,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",86.833539362425,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",89.0591861572154,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",88.9724548723906,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",96.4737126878816,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",100.090129754515,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",98.9054137777102,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",97.8109493173991,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",96.8984001133379,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",95.9571484731624,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",95.2435512467501,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",97.4879787821431,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",98.1592580085522,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",96.8546097860698,
"IRL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",97.3079665096496,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",68.0950943765457,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",83.580924343411,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",86.7958823491778,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",89.0199438363984,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",88.9326161019442,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",96.4304697769547,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",100.090129754515,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",98.9054137777103,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",97.8109493173991,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",96.8984001133379,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",95.9571484731624,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",95.2435512467501,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",97.5181417824974,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",98.2112354786181,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",96.914424980418,
"IRL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",97.3828385864137,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",68.1261126342125,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",83.6196690845898,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",86.833539362425,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",89.0591861572154,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",88.9724548723906,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",96.4737126878816,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",100.090129754515,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",98.9054137777102,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",97.8109493173991,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",96.8984001133379,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",95.9571484731624,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",95.2435512467501,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",97.4879787821431,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",98.1592580085522,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",96.8546097860698,
"IRL","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",97.3079665096496,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",95.0105789784809,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",100.076898241363,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",98.8861224401382,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",97.5431569393689,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",97.4405581395932,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",99.5136049531172,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",98.5050874939206,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",95.8497968275008,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",94.0986753079677,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",93.4664056749499,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",93.2802078706259,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",93.1577219794159,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",92.6122525927037,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",93.9630608075794,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",94.444014160956,
"ITA","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",94.7988138045045,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",94.5102352514658,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",100.102128915183,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",98.9469298394433,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",97.5947607015366,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",97.4746746553173,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",99.5199888031836,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",98.5027317691338,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",95.847504603333,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",94.0963582793671,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",93.4641042149725,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",93.2779109954701,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",93.1554464895029,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",92.6099904265395,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",94.0611687542598,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",94.5127734151802,
"ITA","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",94.9992415059453,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",95.175897904899,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",100.077784532234,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",98.8730101228367,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",97.5330914775463,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",97.4288364329393,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",99.514218543075,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",98.4985086003021,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",95.8433952737056,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",94.0924109858381,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",93.4601834441743,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",93.2739980353811,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",93.1515306022947,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",92.6060974681509,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",93.948237349378,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",94.4203669259555,
"ITA","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",94.7746024567216,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",100.102128915183,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",98.9469298394433,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",97.5947607015366,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",97.4746746553173,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",99.5199888031836,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",98.5027317691338,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",95.847504603333,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",94.0963582793671,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",93.4641042149725,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",93.2779109954701,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",93.1554464895029,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",92.6099904265395,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",94.0611687542598,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",94.5127734151802,
"ITA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",94.9992415059453,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",110.687505848119,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",108.953483954527,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",109.213911292799,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",104.57506697578,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",100.84430954431,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",101.070202432629,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",99.2096994092498,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",99.7954817941325,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",100.183393744425,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",99.2538670153765,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",99.4868694248291,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",98.6102338576999,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",99.6041344489897,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",100.051337684706,
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",100.08430787962,
